query,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
Cluster_10,220668.lp_1303a,1.02e-239,795.0,"COG2911@1|root,COG5492@1|root,COG2911@2|Bacteria,COG5492@2|Bacteria,1UI5M@1239|Firmicutes,4ISEJ@91061|Bacilli,3F4B0@33958|Lactobacillaceae",91061|Bacilli,N,Cell shape-determining protein MreB,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_11,220668.lp_3114,0.0,2687.0,"COG3266@1|root,COG3266@2|Bacteria,1VSP5@1239|Firmicutes,4HUK1@91061|Bacilli,3F4FY@33958|Lactobacillaceae",91061|Bacilli,M,LPXTG-motif cell wall anchor domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"Gram_pos_anchor,MucBP"
Cluster_12,220668.lp_3114,0.0,3448.0,"COG3266@1|root,COG3266@2|Bacteria,1VSP5@1239|Firmicutes,4HUK1@91061|Bacilli,3F4FY@33958|Lactobacillaceae",91061|Bacilli,M,LPXTG-motif cell wall anchor domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"Gram_pos_anchor,MucBP"
Cluster_13,60520.HR47_13420,0.0,2873.0,"COG1511@1|root,COG3953@1|root,COG5412@1|root,COG1511@2|Bacteria,COG3953@2|Bacteria,COG5412@2|Bacteria,1UYS4@1239|Firmicutes,4HEDZ@91061|Bacilli,3FBSQ@33958|Lactobacillaceae",91061|Bacilli,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,SLT"
Cluster_14,220668.lp_1643,0.0,3295.0,"COG3266@1|root,COG5295@1|root,COG3266@2|Bacteria,COG5295@2|Bacteria,1VSP5@1239|Firmicutes,4HUK1@91061|Bacilli,3F4FY@33958|Lactobacillaceae",91061|Bacilli,M,LPXTG-motif cell wall anchor domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"Gram_pos_anchor,MucBP"
Cluster_15,60520.HR47_13420,0.0,2924.0,"COG1511@1|root,COG3953@1|root,COG5412@1|root,COG1511@2|Bacteria,COG3953@2|Bacteria,COG5412@2|Bacteria,1UYS4@1239|Firmicutes,4HEDZ@91061|Bacilli,3FBSQ@33958|Lactobacillaceae",91061|Bacilli,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,SLT"
Cluster_16,60520.HR47_13410,7.05e-207,674.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_17,862514.HMPREF0623_0296,2.86e-175,589.0,"COG0741@1|root,COG0791@1|root,COG3064@1|root,COG5283@1|root,COG5412@1|root,COG0741@2|Bacteria,COG0791@2|Bacteria,COG3064@2|Bacteria,COG5283@2|Bacteria,COG5412@2|Bacteria,1UZN8@1239|Firmicutes,4HGQG@91061|Bacilli,3F3T2@33958|Lactobacillaceae",91061|Bacilli,L,Phage tail tape measure protein TP901,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,Peptidase_M23,PhageMin_Tail,SLT"
Cluster_18,1423815.BACR01000010_gene552,4.7800000000000003e-122,432.0,"COG5283@1|root,COG5283@2|Bacteria,1UZN8@1239|Firmicutes,4HGQG@91061|Bacilli,3F3T2@33958|Lactobacillaceae",91061|Bacilli,L,Phage tail tape measure protein TP901,-,-,-,-,-,-,-,-,-,-,-,-,PhageMin_Tail
Cluster_19,52979.O03937_9CAUD,1.8e-131,459.0,"4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QKKV@10699|Siphoviridae",10699|Siphoviridae,S,peptidoglycan catabolic process,-,"GO:0008150,GO:0016032,GO:0019058,GO:0019068,GO:0044403,GO:0044419,GO:0051704,GO:0098003",-,-,-,-,-,-,-,-,-,-,-
Cluster_20,1400520.LFAB_09060,5.0499999999999993e-250,783.0,"COG0791@1|root,COG3953@1|root,COG5283@1|root,COG5412@1|root,COG0791@2|Bacteria,COG3953@2|Bacteria,COG5283@2|Bacteria,COG5412@2|Bacteria,1UZN8@1239|Firmicutes,4HGQG@91061|Bacilli,3F3T2@33958|Lactobacillaceae",91061|Bacilli,L,Phage tail tape measure protein TP901,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,PhageMin_Tail,SLT"
Cluster_21,220668.lp_1643,0.0,2833.0,"COG3266@1|root,COG5295@1|root,COG3266@2|Bacteria,COG5295@2|Bacteria,1VSP5@1239|Firmicutes,4HUK1@91061|Bacilli,3F4FY@33958|Lactobacillaceae",91061|Bacilli,M,LPXTG-motif cell wall anchor domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"Gram_pos_anchor,MucBP"
Cluster_22,60520.HR47_13410,0.0,1731.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_23,1400520.LFAB_09060,1.19e-312,946.0,"COG0791@1|root,COG3953@1|root,COG5283@1|root,COG5412@1|root,COG0791@2|Bacteria,COG3953@2|Bacteria,COG5283@2|Bacteria,COG5412@2|Bacteria,1UZN8@1239|Firmicutes,4HGQG@91061|Bacilli,3F3T2@33958|Lactobacillaceae",91061|Bacilli,L,Phage tail tape measure protein TP901,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,PhageMin_Tail,SLT"
Cluster_24,60520.HR47_13410,0.0,1856.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_25,1266845.Q783_10780,3.25e-283,874.0,"COG0433@1|root,COG0433@2|Bacteria,1TS21@1239|Firmicutes,4HD5F@91061|Bacilli",91061|Bacilli,S,Domain of unknown function DUF87,-,-,-,ko:K19175,-,-,-,-,"ko00000,ko02048",-,-,-,DUF87
Cluster_26,60520.HR47_13410,0.0,1707.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_27,1266845.Q783_10780,2.4399999999999998e-285,880.0,"COG0433@1|root,COG0433@2|Bacteria,1TS21@1239|Firmicutes,4HD5F@91061|Bacilli",91061|Bacilli,S,Domain of unknown function DUF87,-,-,-,ko:K19175,-,-,-,-,"ko00000,ko02048",-,-,-,DUF87
Cluster_28,60520.HR47_13410,0.0,1856.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_29,947981.E9LUR1_9CAUD,0.0,1935.0,"4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QKKV@10699|Siphoviridae",10699|Siphoviridae,S,peptidoglycan catabolic process,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_30,60520.HR47_13410,0.0,1897.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_31,1136177.KCA1_1095,0.0,1991.0,"COG0791@1|root,COG1196@1|root,COG3953@1|root,COG5412@1|root,COG0791@2|Bacteria,COG1196@2|Bacteria,COG3953@2|Bacteria,COG5412@2|Bacteria,1UYS4@1239|Firmicutes,4HEDZ@91061|Bacilli,3FBSQ@33958|Lactobacillaceae",91061|Bacilli,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,SLT"
Cluster_32,947981.E9LUR1_9CAUD,0.0,2207.0,"4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QKKV@10699|Siphoviridae",10699|Siphoviridae,S,peptidoglycan catabolic process,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_33,60520.HR47_13410,1.03e-159,539.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_34,947981.E9LUR1_9CAUD,0.0,1997.0,"4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QKKV@10699|Siphoviridae",10699|Siphoviridae,S,peptidoglycan catabolic process,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_35,947981.E9LUR1_9CAUD,0.0,1496.0,"4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QKKV@10699|Siphoviridae",10699|Siphoviridae,S,peptidoglycan catabolic process,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_36,1400520.LFAB_09060,0.0,1534.0,"COG0791@1|root,COG3953@1|root,COG5283@1|root,COG5412@1|root,COG0791@2|Bacteria,COG3953@2|Bacteria,COG5283@2|Bacteria,COG5412@2|Bacteria,1UZN8@1239|Firmicutes,4HGQG@91061|Bacilli,3F3T2@33958|Lactobacillaceae",91061|Bacilli,L,Phage tail tape measure protein TP901,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,PhageMin_Tail,SLT"
Cluster_37,52979.O03937_9CAUD,0.0,2393.0,"4QAK6@10239|Viruses,4QUP9@35237|dsDNA viruses  no RNA stage,4QPBY@28883|Caudovirales,4QKKV@10699|Siphoviridae",10699|Siphoviridae,S,peptidoglycan catabolic process,-,"GO:0008150,GO:0016032,GO:0019058,GO:0019068,GO:0044403,GO:0044419,GO:0051704,GO:0098003",-,-,-,-,-,-,-,-,-,-,-
Cluster_38,1045004.OKIT_0978,0.0,1927.0,"COG0286@1|root,COG1111@1|root,COG4889@1|root,COG0286@2|Bacteria,COG1111@2|Bacteria,COG4889@2|Bacteria,1W6ZM@1239|Firmicutes,4I4P0@91061|Bacilli,4AYSG@81850|Leuconostocaceae",91061|Bacilli,L,helicase,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_39,1423816.BACQ01000033_gene1384,0.0,2199.0,"COG1404@1|root,COG1404@2|Bacteria,1TPH1@1239|Firmicutes,4HBQH@91061|Bacilli,3F3M5@33958|Lactobacillaceae",91061|Bacilli,O,Belongs to the peptidase S8 family,prtB,-,3.4.21.96,ko:K01361,-,-,-,-,"ko00000,ko01000,ko01002,ko03110",-,-,-,"PA,Peptidase_S8,SLAP,fn3_5"
Cluster_40,220668.lp_0800,0.0,2086.0,"COG3209@1|root,COG4886@1|root,COG3209@2|Bacteria,COG4886@2|Bacteria,1TT3P@1239|Firmicutes,4I28K@91061|Bacilli,3F4YY@33958|Lactobacillaceae",91061|Bacilli,M,Domain of unknown function (DUF5011),-,-,-,-,-,-,-,-,-,-,-,-,"Big_3,DUF285,Gram_pos_anchor"
Cluster_42,1122147.AUEH01000027_gene2737,4.44e-183,595.0,"COG5283@1|root,COG5283@2|Bacteria,1UZN8@1239|Firmicutes,4HGQG@91061|Bacilli,3F3T2@33958|Lactobacillaceae",91061|Bacilli,L,Phage tail tape measure protein TP901,-,-,-,-,-,-,-,-,-,-,-,-,PhageMin_Tail
Cluster_43,1122147.AUEH01000027_gene2737,8.21e-204,650.0,"COG5283@1|root,COG5283@2|Bacteria,1UZN8@1239|Firmicutes,4HGQG@91061|Bacilli,3F3T2@33958|Lactobacillaceae",91061|Bacilli,L,Phage tail tape measure protein TP901,-,-,-,-,-,-,-,-,-,-,-,-,PhageMin_Tail
Cluster_44,278197.PEPE_0993,0.0,1292.0,"COG0739@1|root,COG3953@1|root,COG5283@1|root,COG5412@1|root,COG0739@2|Bacteria,COG3953@2|Bacteria,COG5283@2|Bacteria,COG5412@2|Bacteria,1UZN8@1239|Firmicutes,4HGQG@91061|Bacilli,3F3T2@33958|Lactobacillaceae",91061|Bacilli,L,Phage tail tape measure protein TP901,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,PhageMin_Tail,SLT"
Cluster_45,60520.HR47_13410,0.0,1571.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_46,220668.lp_2045,0.0,2860.0,"COG2176@1|root,COG2176@2|Bacteria,1TPAG@1239|Firmicutes,4H9RF@91061|Bacilli,3F4AN@33958|Lactobacillaceae",91061|Bacilli,L,Required for replicative DNA synthesis. This DNA polymerase also exhibits 3' to 5' exonuclease activity,polC,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",2.7.7.7,ko:K03763,"ko00230,ko00240,ko01100,ko03030,ko03430,ko03440,map00230,map00240,map01100,map03030,map03430,map03440",M00260,"R00375,R00376,R00377,R00378",RC02795,"ko00000,ko00001,ko00002,ko01000,ko03032,ko03400",-,-,-,"DNA_pol3_a_NI,DNA_pol3_a_NII,DNA_pol3_alpha,HHH_6,PHP,RNase_T,tRNA_anti-codon"
Cluster_47,220668.lp_1303a,2.2299999999999998e-172,581.0,"COG2911@1|root,COG5492@1|root,COG2911@2|Bacteria,COG5492@2|Bacteria,1UI5M@1239|Firmicutes,4ISEJ@91061|Bacilli,3F4B0@33958|Lactobacillaceae",91061|Bacilli,N,Cell shape-determining protein MreB,-,-,-,-,-,-,-,-,-,-,-,-,-
Cluster_48,60520.HR47_01460,5.08e-301,895.0,"COG1511@1|root,COG1511@2|Bacteria,1TQ15@1239|Firmicutes,4H9T9@91061|Bacilli,3F3Y3@33958|Lactobacillaceae",91061|Bacilli,V,domain protein,yhgE,-,-,ko:K01421,-,-,-,-,ko00000,-,-,-,"ABC2_membrane_3,DUF3533"
Cluster_49,60520.HR47_03545,0.0,1232.0,"COG1511@1|root,COG2409@1|root,COG1511@2|Bacteria,COG2409@2|Bacteria,1TQ7C@1239|Firmicutes,4HBM6@91061|Bacilli,3FCCY@33958|Lactobacillaceae",91061|Bacilli,S,MMPL family,ydgH,-,-,ko:K06994,-,-,-,-,ko00000,-,-,-,MMPL
Cluster_50,220668.lp_0295,0.0,1428.0,"COG1511@1|root,COG2409@1|root,COG1511@2|Bacteria,COG2409@2|Bacteria,1TQ7C@1239|Firmicutes,4HBM6@91061|Bacilli,3FCCY@33958|Lactobacillaceae",91061|Bacilli,S,MMPL family,ydgH,-,-,ko:K06994,-,-,-,-,ko00000,-,-,-,MMPL
Cluster_51,1136177.KCA1_0112,0.0,1927.0,"COG3513@1|root,COG3513@2|Bacteria,1TPSD@1239|Firmicutes,4HE0R@91061|Bacilli,3F554@33958|Lactobacillaceae",91061|Bacilli,L,"CRISPR (clustered regularly interspaced short palindromic repeat) is an adaptive immune system that provides protection against mobile genetic elements (viruses, transposable elements and conjugative plasmids). CRISPR clusters contain spacers, sequences complementary to antecedent mobile elements, and target invading nucleic acids. CRISPR clusters are transcribed and processed into CRISPR RNA (crRNA). In type II CRISPR systems correct processing of pre-crRNA requires a trans-encoded small RNA (tracrRNA), endogenous ribonuclease 3 (rnc) and this protein. The tracrRNA serves as a guide for ribonuclease 3-aided processing of pre-crRNA. Subsequently Cas9 crRNA tracrRNA endonucleolytically cleaves linear or circular dsDNA target complementary to the spacer",cas9,-,-,ko:K09952,-,-,-,-,"ko00000,ko01000,ko02048",-,-,-,"Cas9-BH,Cas9_PI,Cas9_REC,HNH_4"
Cluster_52,220668.lp_3059,0.0,2253.0,"COG0810@1|root,COG0810@2|Bacteria,1UIXM@1239|Firmicutes,4ISVX@91061|Bacilli,3F5J8@33958|Lactobacillaceae",91061|Bacilli,M,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",aapA,-,-,-,-,-,-,-,-,-,-,-,"Gram_pos_anchor,MucBP,YSIRK_signal"
Cluster_53,220668.lp_2409,0.0,2119.0,"COG1196@1|root,COG3953@1|root,COG5412@1|root,COG1196@2|Bacteria,COG3953@2|Bacteria,COG5412@2|Bacteria,1UYS4@1239|Firmicutes,4HEDZ@91061|Bacilli,3FBSQ@33958|Lactobacillaceae",91061|Bacilli,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,SLT"
Cluster_54,60520.HR47_01460,3.44e-314,927.0,"COG1511@1|root,COG1511@2|Bacteria,1TQ15@1239|Firmicutes,4H9T9@91061|Bacilli,3F3Y3@33958|Lactobacillaceae",91061|Bacilli,V,domain protein,yhgE,-,-,ko:K01421,-,-,-,-,ko00000,-,-,-,"ABC2_membrane_3,DUF3533"
Cluster_55,220668.lp_0673,0.0,2131.0,"COG1196@1|root,COG3953@1|root,COG5412@1|root,COG1196@2|Bacteria,COG3953@2|Bacteria,COG5412@2|Bacteria,1UYS4@1239|Firmicutes,4HEDZ@91061|Bacilli,3FBSQ@33958|Lactobacillaceae",91061|Bacilli,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,SLT"
Cluster_56,220668.lp_0946,0.0,1815.0,"COG4886@1|root,COG4932@1|root,COG4886@2|Bacteria,COG4932@2|Bacteria,1UWF2@1239|Firmicutes,4HGU0@91061|Bacilli,3F6D1@33958|Lactobacillaceae",91061|Bacilli,M,MucBP domain,-,-,-,-,-,-,-,-,-,-,-,-,"DUF285,Gram_pos_anchor,LRR_4,MucBP"
Cluster_57,1400520.LFAB_05295,1.68e-129,441.0,"COG0497@1|root,COG0845@1|root,COG0497@2|Bacteria,COG0845@2|Bacteria,1VF6N@1239|Firmicutes,4HQY1@91061|Bacilli,3F4PQ@33958|Lactobacillaceae",91061|Bacilli,LM,DNA recombination,-,-,-,-,-,-,-,-,-,-,-,-,Gp58
Cluster_58,60520.HR47_03545,0.0,1531.0,"COG1511@1|root,COG2409@1|root,COG1511@2|Bacteria,COG2409@2|Bacteria,1TQ7C@1239|Firmicutes,4HBM6@91061|Bacilli,3FCCY@33958|Lactobacillaceae",91061|Bacilli,S,MMPL family,ydgH,-,-,ko:K06994,-,-,-,-,ko00000,-,-,-,MMPL
Cluster_59,220668.lp_0673,0.0,1646.0,"COG1196@1|root,COG3953@1|root,COG5412@1|root,COG1196@2|Bacteria,COG3953@2|Bacteria,COG5412@2|Bacteria,1UYS4@1239|Firmicutes,4HEDZ@91061|Bacilli,3FBSQ@33958|Lactobacillaceae",91061|Bacilli,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,SLT"
Cluster_60,1136177.KCA1_0266,0.0,1357.0,"COG1511@1|root,COG2409@1|root,COG1511@2|Bacteria,COG2409@2|Bacteria,1TQ7C@1239|Firmicutes,4HBM6@91061|Bacilli,3FCCY@33958|Lactobacillaceae",91061|Bacilli,S,MMPL family,ydgH,-,-,ko:K06994,-,-,-,-,ko00000,-,-,-,MMPL
Cluster_61,60520.HR47_01460,1.12e-308,910.0,"COG1511@1|root,COG1511@2|Bacteria,1TQ15@1239|Firmicutes,4H9T9@91061|Bacilli,3F3Y3@33958|Lactobacillaceae",91061|Bacilli,V,domain protein,yhgE,-,-,ko:K01421,-,-,-,-,ko00000,-,-,-,"ABC2_membrane_3,DUF3533"
Cluster_63,220668.lp_3059,0.0,2180.0,"COG0810@1|root,COG0810@2|Bacteria,1UIXM@1239|Firmicutes,4ISVX@91061|Bacilli,3F5J8@33958|Lactobacillaceae",91061|Bacilli,M,"Interacts with outer membrane receptor proteins that carry out high-affinity binding and energy dependent uptake into the periplasmic space of specific substrates. It could act to transduce energy from the cytoplasmic membrane to specific energy- requiring processes in the outer membrane, resulting in the release into the periplasm of ligands bound by these outer membrane proteins",aapA,-,-,-,-,-,-,-,-,-,-,-,"Gram_pos_anchor,MucBP,YSIRK_signal"
Cluster_64,220668.lp_1229,0.0,1277.0,"COG3203@1|root,COG4932@1|root,COG3203@2|Bacteria,COG4932@2|Bacteria,1VXP5@1239|Firmicutes,4HWZF@91061|Bacilli,3F5AT@33958|Lactobacillaceae",91061|Bacilli,M,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"DUF1542,Gram_pos_anchor,MucBP"
Cluster_65,220668.lp_0946,0.0,1963.0,"COG4886@1|root,COG4932@1|root,COG4886@2|Bacteria,COG4932@2|Bacteria,1UWF2@1239|Firmicutes,4HGU0@91061|Bacilli,3F6D1@33958|Lactobacillaceae",91061|Bacilli,M,MucBP domain,-,-,-,-,-,-,-,-,-,-,-,-,"DUF285,Gram_pos_anchor,LRR_4,MucBP"
Cluster_66,220668.lp_2693,0.0,2395.0,"COG1074@1|root,COG1074@2|Bacteria,1TQ35@1239|Firmicutes,4HA64@91061|Bacilli,3F3Z0@33958|Lactobacillaceae",91061|Bacilli,L,ATP-dependent helicase nuclease subunit A,addA,"GO:0003674,GO:0003824,GO:0004518,GO:0004527,GO:0006139,GO:0006259,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0034641,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0046483,GO:0071704,GO:0090304,GO:0090305,GO:1901360",3.6.4.12,ko:K16898,-,-,-,-,"ko00000,ko01000,ko03400",-,-,-,"PDDEXK_1,UvrD-helicase,UvrD_C"
Cluster_67,1136177.KCA1_1095,0.0,1209.0,"COG0791@1|root,COG1196@1|root,COG3953@1|root,COG5412@1|root,COG0791@2|Bacteria,COG1196@2|Bacteria,COG3953@2|Bacteria,COG5412@2|Bacteria,1UYS4@1239|Firmicutes,4HEDZ@91061|Bacilli,3FBSQ@33958|Lactobacillaceae",91061|Bacilli,D,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,"NLPC_P60,SLT"
Cluster_68,220668.lp_0373,0.0,1800.0,"COG4932@1|root,COG4932@2|Bacteria,1UV28@1239|Firmicutes,4HWU5@91061|Bacilli,3F7MP@33958|Lactobacillaceae",91061|Bacilli,M,domain protein,-,-,-,-,-,-,-,-,-,-,-,-,MucBP
Cluster_69,60520.HR47_01460,4.1e-311,915.0,"COG1511@1|root,COG1511@2|Bacteria,1TQ15@1239|Firmicutes,4H9T9@91061|Bacilli,3F3Y3@33958|Lactobacillaceae",91061|Bacilli,V,domain protein,yhgE,-,-,ko:K01421,-,-,-,-,ko00000,-,-,-,"ABC2_membrane_3,DUF3533"
